"dates","invoice_no","item_name","price","quantity","sub_total","discount","tax","final_total","table_number","server_name","category"
"2023-09-17","28314","Butter Chicken Gravy","170","1","170","0","8.5","178.5","14","biller","Non Veg Gravy"
"2023-09-17","28313","Manchow Veg Soup","80","1","80","0","4","84","1","biller","Veg Soup"
"2023-09-17","28312","Chicken Manchurian Dry","190","1","190","0","9.5","199.5","10","biller","NON VEG STARTERS CHICKEN"
"2023-09-17","28312","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","10","biller","NON VEG BRIYANI & RICE"
"2023-09-17","28311","Thandoor Chicken Half","199","1","199","0","9.94","208.94","50","biller","Non Veg Tandoor"
"2023-09-17","28310","Mushroom - 65","120","1","120","0","6","126","50","biller","Veg Starters"
"2023-09-17","28309","Mineral Water","20","3","60","0","3","63","1","biller","Deserts & Mocktails"
"2023-09-17","28308","Romali Roti (1 No)","50","2","100","0","5","105","2","biller","Indian Breads"
"2023-09-17","28308","Paneer Butter Masala","150","1","150","0","7.5","157.5","2","biller","Veg Gravy"
"2023-09-17","28307","Chicken Fried Rice","160","1","160","0","8","168","5","biller","NON VEG BRIYANI & RICE"
"2023-09-17","28306","Chicken Fried Rice","160","1","160","0","8","168","2","biller","NON VEG BRIYANI & RICE"
"2023-09-17","28306","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","2","biller","NON VEG BRIYANI & RICE"
"2023-09-17","28306","Mineral Water","20","1","20","0","1","21","2","biller","Deserts & Mocktails"
"2023-09-17","28305","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","11","biller","NON VEG BRIYANI & RICE"
"2023-09-17","28305","Prawn Pepper Fry","199","1","199","0","9.94","208.94","11","biller","NON VEG STARTERS FISH"
"2023-09-17","28304","Egg Fried Rice","140","1","140","0","7","147","4","biller","NON VEG BRIYANI & RICE"
"2023-09-17","28304","Plain Briyani With Raitha, Gravy.","130","1","130","0","6.5","136.5","4","biller","VEG BIRYANI & RICE"
"2023-09-17","28303","Chicken Biriyani With Raitha And Gravy","160","2","320","0","16","336","3","biller","NON VEG BRIYANI & RICE"
"2023-09-17","28303","Chicken Lolly Pop","190","1","190","0","9.5","199.5","3","biller","NON VEG STARTERS CHICKEN"
"2023-09-17","28303","Chicken 65","160","1","160","0","8","168","3","biller","NON VEG STARTERS CHICKEN"
"2023-09-17","28303","Egg Noodles","140","1","140","0","7","147","3","biller","NON VEG BRIYANI & RICE"
"2023-09-17","28302","Chicken Biriyani With Raitha And Gravy","160","2","320","0","16","336","19","biller","NON VEG BRIYANI & RICE"
"2023-09-17","28301","Ghee Rice","130","2","260","0","13","273","8","biller","VEG BIRYANI & RICE"
"2023-09-17","28301","Singapore Noodles Non-veg","170","1","170","0","8.5","178.5","8","biller","NON VEG BRIYANI & RICE"
"2023-09-17","28301","Sesame Fried Chicken","160","1","160","0","8","168","8","biller","NON VEG STARTERS CHICKEN"
"2023-09-17","28301","Kozhi Milaghuperattal","160","1","160","0","8","168","8","biller","NON VEG STARTERS CHICKEN"
"2023-09-17","28300","Chicken Biriyani With Raitha And Gravy","160","2","320","0","16","336","14","biller","NON VEG BRIYANI & RICE"
"2023-09-17","28300","Chicken Lolly Pop","190","1","190","0","9.5","199.5","14","biller","NON VEG STARTERS CHICKEN"
"2023-09-17","28300","Romali Roti (1 No)","50","2","100","0","5","105","14","biller","Indian Breads"
"2023-09-17","28300","Chicken Chettinad Gravy","170","1","170","0","8.5","178.5","14","biller","Non Veg Gravy"
"2023-09-17","28300","Mineral Water","20","1","20","0","1","21","14","biller","Deserts & Mocktails"
"2023-09-17","28299","Chicken Biriyani With Raitha And Gravy","160","5","800","0","40","840","11","biller","NON VEG BRIYANI & RICE"
"2023-09-17","28299","Mineral Water","20","1","20","0","1","21","11","biller","Deserts & Mocktails"
"2023-09-17","28298","Kadai Paneer","150","1","150","0","7.5","157.5","3","biller","Veg Gravy"
"2023-09-17","28298","Pulka (2 No)","40","2","80","0","4","84","3","biller","Indian Breads"
"2023-09-17","28298","Mineral Water","20","1","20","0","1","21","3","biller","Deserts & Mocktails"
"2023-09-17","28298","Romali Roti (1 No)","50","1","50","0","2.5","52.5","3","biller","Indian Breads"
"2023-09-17","28297","Chicken Biriyani With Raitha And Gravy","160","2","320","0","16","336","4","biller","NON VEG BRIYANI & RICE"
"2023-09-17","28296","French Fries","100","1","100","0","5","105","50","biller","Veg Starters"
"2023-09-17","28295","Chicken Kati Roll","120","3","360","0","18","378","41","biller","NON VEG STARTERS CHICKEN"
"2023-09-17","28295","Egg Roll","110","1","110","0","5.5","115.5","41","biller","NON VEG STARTERS EGG"
"2023-09-17","28295","French Fries","100","1","100","0","5","105","41","biller","Veg Starters"
"2023-09-17","28295","Chicken 65","160","1","160","0","8","168","41","biller","NON VEG STARTERS CHICKEN"
"2023-09-17","28295","Mineral Water","20","2","40","0","2","42","41","biller","Deserts & Mocktails"
"2023-09-17","28294","Chicken Fried Rice","160","1","160","0","8","168","2","biller","NON VEG BRIYANI & RICE"
"2023-09-17","28294","Romali Roti (1 No)","50","1","50","0","2.5","52.5","2","biller","Indian Breads"
"2023-09-17","28294","Paneer Butter Masala","150","1","150","0","7.5","157.5","2","biller","Veg Gravy"
"2023-09-17","28294","French Fries","100","1","100","0","5","105","2","biller","Veg Starters"
"2023-09-17","28294","Mineral Water","20","1","20","0","1","21","2","biller","Deserts & Mocktails"
"2023-09-17","28293","Egg Fried Rice","140","1","140","0","7","147","50","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28292","Chicken 65 Boneless","190","1","190","0","9.5","199.5","23","biller","NON VEG STARTERS CHICKEN"
"2023-09-16","28292","Chicken 65","160","1","160","0","8","168","23","biller","NON VEG STARTERS CHICKEN"
"2023-09-16","28292","Chicken Pallipalayam","160","1","160","0","8","168","23","biller","NON VEG STARTERS CHICKEN"
"2023-09-16","28292","Chilly Chicken Dry","190","1","190","0","9.5","199.5","23","biller","NON VEG STARTERS CHICKEN"
"2023-09-16","28292","Honey Chicken","190","1","190","0","9.5","199.5","23","biller","NON VEG STARTERS CHICKEN"
"2023-09-16","28292","Dragon Babycorn","160","1","160","0","8","168","23","biller","Veg Starters"
"2023-09-16","28292","Dhai Poori","50","1","50","0","2.5","52.5","23","biller","Veg Starters"
"2023-09-16","28292","Egg Fried Rice","140","1","140","0","7","147","23","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28292","Chicken Noodles","160","1","160","0","8","168","23","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28292","Egg Briyani With Raitha And Chicken Gravy","140","1","140","0","7","147","23","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28292","Prawn Biriyani","170","1","170","0","8.5","178.5","23","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28291","Curd Rice","90","1","90","0","4.5","94.5","10","biller","VEG BIRYANI & RICE"
"2023-09-16","28291","Jeera Rice","130","1","130","0","6.5","136.5","10","biller","VEG BIRYANI & RICE"
"2023-09-16","28291","Mushroom Biriyani","140","1","140","0","7","147","10","biller","VEG BIRYANI & RICE"
"2023-09-16","28291","Paneer Noodles","150","1","150","0","7.5","157.5","10","biller","VEG BIRYANI & RICE"
"2023-09-16","28291","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","10","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28291","Chicken Fried Rice","160","1","160","0","8","168","10","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28291","Egg Briyani With Raitha And Chicken Gravy","140","1","140","0","7","147","10","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28291","Garlic Chicken Masasla","170","1","170","0","8.5","178.5","10","biller","Non Veg Gravy"
"2023-09-16","28291","Hydrabadi Chicken Masala","170","1","170","0","8.5","178.5","10","biller","Non Veg Gravy"
"2023-09-16","28291","Egg Bhurji Masala","150","1","150","0","7.5","157.5","10","biller","Non Veg Gravy"
"2023-09-16","28291","Sweet Corn Veg Soup","80","1","80","0","4","84","10","biller","Veg Soup"
"2023-09-16","28291","Manchow Veg Soup","80","1","80","0","4","84","10","biller","Veg Soup"
"2023-09-16","28290","Chicken 65","160","1","160","0","8","168","39","biller","NON VEG STARTERS CHICKEN"
"2023-09-16","28290","Chicken 65 Boneless","190","1","190","0","9.5","199.5","39","biller","NON VEG STARTERS CHICKEN"
"2023-09-16","28290","Chicken Kati Roll","120","1","120","0","6","126","39","biller","NON VEG STARTERS CHICKEN"
"2023-09-16","28290","Dragon Chicken","190","1","190","0","9.5","199.5","39","biller","NON VEG STARTERS CHICKEN"
"2023-09-16","28290","Grill Chicken (full)","389","1","389","0","19.46","408.46","39","biller","NON VEG STARTERS CHICKEN"
"2023-09-16","28290","Chilly Chicken Dry","190","1","190","0","9.5","199.5","39","biller","NON VEG STARTERS CHICKEN"
"2023-09-16","28289","Butter Naan","60","2","120","0","6","126","19","biller","Indian Breads"
"2023-09-16","28289","Butter Roti","50","2","100","0","5","105","19","biller","Indian Breads"
"2023-09-16","28289","Garlic Naan","60","1","60","0","3","63","19","biller","Indian Breads"
"2023-09-16","28289","Lachha Paratha","60","1","60","0","3","63","19","biller","Indian Breads"
"2023-09-16","28289","Roti","40","1","40","0","2","42","19","biller","Indian Breads"
"2023-09-16","28289","Hydrabadi Chicken Masala","170","2","340","0","17","357","19","biller","Non Veg Gravy"
"2023-09-16","28289","Egg Bhurji Masala","150","1","150","0","7.5","157.5","19","biller","Non Veg Gravy"
"2023-09-16","28289","Kadai Chicken","170","1","170","0","8.5","178.5","19","biller","Non Veg Gravy"
"2023-09-16","28289","Chicken Tikka Masala","190","1","190","0","9.5","199.5","19","biller","Non Veg Gravy"
"2023-09-16","28289","Chicken Chettinad Gravy","170","1","170","0","8.5","178.5","19","biller","Non Veg Gravy"
"2023-09-16","28288","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","14","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28288","Gobi- 65","120","1","120","0","6","126","14","biller","Veg Starters"
"2023-09-16","28287","Prawn Pepper Fry","199","1","199","0","9.94","208.94","5","biller","NON VEG STARTERS FISH"
"2023-09-16","28286","Prawn Fried Rice","170","1","170","0","8.5","178.5","3","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28286","Chicken Biriyani With Raitha And Gravy","160","2","320","0","16","336","3","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28286","Pepper Tandoori Chicken ( Half )","209","1","209","0","10.46","219.46","3","biller","Non Veg Tandoor"
"2023-09-16","28286","Mineral Water","20","1","20","0","1","21","3","biller","Deserts & Mocktails"
"2023-09-16","28285","Chicken Lolly Pop","190","1","190","0","9.5","199.5","2","biller","NON VEG STARTERS CHICKEN"
"2023-09-16","28285","Chicken Fried Rice","160","1","160","0","8","168","2","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28285","Paneer Fried Rice","150","1","150","0","7.5","157.5","2","biller","VEG BIRYANI & RICE"
"2023-09-16","28285","Mushroom - 65","120","1","120","0","6","126","2","biller","Veg Starters"
"2023-09-16","28285","Chicken Chettinad Gravy","170","1","170","0","8.5","178.5","2","biller","Non Veg Gravy"
"2023-09-16","28285","Pulka (2 No)","40","1","40","0","2","42","2","biller","Indian Breads"
"2023-09-16","28285","Tandoori Paratha","60","1","60","0","3","63","2","biller","Indian Breads"
"2023-09-16","28284","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","8","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28283","Chicken Kothu Paratha","110","1","110","0","5.5","115.5","19","biller","Indian Breads"
"2023-09-16","28282","Kozhicharru","90","1","90","0","4.5","94.5","3","biller","Non Veg Soup"
"2023-09-16","28281","Egg Fried Rice","140","1","140","0","7","147","11","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28281","Mineral Water","20","1","20","0","1","21","11","biller","Deserts & Mocktails"
"2023-09-16","28280","Roti","40","1","40","0","2","42","8","biller","Indian Breads"
"2023-09-16","28279","Pepper Garlic Chicken Soup","90","1","90","0","4.5","94.5","7","biller","Non Veg Soup"
"2023-09-16","28279","Egg Briyani With Raitha And Chicken Gravy","140","1","140","0","7","147","7","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28279","Kozhi Milaghuperattal","160","1","160","0","8","168","7","biller","NON VEG STARTERS CHICKEN"
"2023-09-16","28278","Sweet Corn Veg Soup","80","1","80","0","4","84","8","biller","Veg Soup"
"2023-09-16","28278","Honey Potato","170","1","170","0","8.5","178.5","8","biller","Veg Starters"
"2023-09-16","28277","Egg Fried Rice","140","2","280","0","14","294","50","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28277","Gobi- 65","120","1","120","0","6","126","50","biller","Veg Starters"
"2023-09-16","28276","Thandoor Chicken Half","199","1","199","0","9.94","208.94","2","biller","Non Veg Tandoor"
"2023-09-16","28275","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","13","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28274","Kozhicharru","90","1","90","0","4.5","94.5","12","biller","Non Veg Soup"
"2023-09-16","28273","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","3","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28273","Pulka (2 No)","40","1","40","0","2","42","3","biller","Indian Breads"
"2023-09-16","28273","Chicken Pallipalayam","160","1","160","0","8","168","3","biller","NON VEG STARTERS CHICKEN"
"2023-09-16","28273","Pulka (2 No)","40","1","40","0","2","42","3","biller","Indian Breads"
"2023-09-16","28273","Chicken Fried Rice","160","1","160","0","8","168","3","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28272","Babycorn Manchurian","160","1","160","0","8","168","4","biller","Veg Starters"
"2023-09-16","28272","Paneer Manchurian","140","1","140","0","7","147","4","biller","Veg Starters"
"2023-09-16","28271","French Fries","100","2","200","0","10","210","1","biller","Veg Starters"
"2023-09-16","28271","Blue Lagoon","99","2","198","0","9.9","207.9","1","biller","Deserts & Mocktails"
"2023-09-16","28270","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","4","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28270","Mineral Water","20","1","20","0","1","21","4","biller","Deserts & Mocktails"
"2023-09-16","28269","Blue Lagoon","99","5","495","0","24.76","519.76","49","biller","Deserts & Mocktails"
"2023-09-16","28269","French Fries","100","3","300","0","15","315","49","biller","Veg Starters"
"2023-09-16","28269","Chicken 65","160","2","320","0","16","336","49","biller","NON VEG STARTERS CHICKEN"
"2023-09-16","28268","Strawberry Scoop","80","1","80","0","4","84","10","biller","Deserts & Mocktails"
"2023-09-16","28267","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","50","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28266","Chicken Pallipalayam","160","1","160","0","8","168","2","biller","NON VEG STARTERS CHICKEN"
"2023-09-16","28266","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","2","biller","NON VEG BRIYANI & RICE"
"2023-09-16","28265","Fresh Lemon Juice","35","1","35","0","1.76","36.76","50","biller","Deserts & Mocktails"
"2023-09-16","28264","Lemon Soda","50","1","50","0","2.5","52.5","50","biller","Deserts & Mocktails"
"2023-09-16","28263","Chicken Biriyani With Raitha And Gravy","160","2","320","0","16","336","2","biller","NON VEG BRIYANI & RICE"
"2023-09-15","28262","Ghee Rice","130","1","130","0","6.5","136.5","6","biller","VEG BIRYANI & RICE"
"2023-09-15","28262","Jeera Rice","130","1","130","0","6.5","136.5","6","biller","VEG BIRYANI & RICE"
"2023-09-15","28262","Paneer Noodles","150","1","150","0","7.5","157.5","6","biller","VEG BIRYANI & RICE"
"2023-09-15","28262","Mushroom Biriyani","140","1","140","0","7","147","6","biller","VEG BIRYANI & RICE"
"2023-09-15","28262","Hydrabadi Veg Biriyani","130","1","130","0","6.5","136.5","6","biller","VEG BIRYANI & RICE"
"2023-09-15","28262","Egg Briyani With Raitha And Chicken Gravy","140","1","140","0","7","147","6","biller","NON VEG BRIYANI & RICE"
"2023-09-15","28262","Egg Fried Rice","140","1","140","0","7","147","6","biller","NON VEG BRIYANI & RICE"
"2023-09-15","28262","Chicken Fried Rice","160","2","320","0","16","336","6","biller","NON VEG BRIYANI & RICE"
"2023-09-15","28262","Mineral Water","20","1","20","0","1","21","6","biller","Deserts & Mocktails"
"2023-09-15","28262","Fresh Lemon Juice","35","1","35","0","1.76","36.76","6","biller","Deserts & Mocktails"
"2023-09-15","28262","Lemon Soda","50","1","50","0","2.5","52.5","6","biller","Deserts & Mocktails"
"2023-09-15","28262","Chicken Noodles","160","1","160","0","8","168","6","biller","NON VEG BRIYANI & RICE"
"2023-09-15","28261","Babycorn Manchurian","160","1","160","0","8","168","4","biller","Veg Starters"
"2023-09-15","28261","Baby Corn Pepper Fry","160","1","160","0","8","168","4","biller","Veg Starters"
"2023-09-15","28261","Kozhicharru","90","1","90","0","4.5","94.5","4","biller","Non Veg Soup"
